nome;nome_en;categoria;slug;immagine;immagine_thumbnail;video;popolarita
Burpee Tuck Jump;Burpee Tuck Jump;Cardio;burpee-tuck-jump;https://apilyfta.com/static/GymvisualPNG/56861201-Bodyweight-Woodchoppers-(female)_Plyometrics_.png;https://apilyfta.com/static/GymvisualPNG/56861201-Bodyweight-Woodchoppers-(female)_Plyometrics_.png;https://apilyfta.com/static/GymvisualMP4/68611201-Burpee-Tuck-Jump-(male)_Plyometrics_.mp4;2
Side Knee Gamba Alzate Pressdown;Side Knee Leg Raise Pressdown;Cardio;side-knee-gamba-alzate-pressdown;https://apilyfta.com/static/GymvisualPNG/68871201-Side-Knee-Leg-Raise-Pressdown-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/68871201-Side-Knee-Leg-Raise-Pressdown-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/68871201-Side-Knee-Leg-Raise-Pressdown-(female)_Plyometrics.mp4;2
Double Pulse Squat Kickback;Double Pulse Squat Kickback;Cardio;double-pulse-squat-kickback;https://apilyfta.com/static/GymvisualPNG/68921201-Double-Pulse-Squat-Kickback-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/68921201-Double-Pulse-Squat-Kickback-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/68921201-Double-Pulse-Squat-Kickback-(female)_Plyometrics_.mp4;2
Elbow Touch and Lift;Elbow Touch and Lift;Spalle;elbow-touch-and-lift;https://apilyfta.com/static/GymvisualPNG/68981201-Elbow-Touch-and-Lift-(male)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualPNG/68981201-Elbow-Touch-and-Lift-(male)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualMP4/68981201-Elbow-Touch-and-Lift-(male)_Shoulders_.mp4;2
Side Step Deep Squat;Side Step Deep Squat;Cardio;side-step-deep-squat;https://apilyfta.com/static/GymvisualPNG/69241201-Side-Step-Deep-Squat-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/69241201-Side-Step-Deep-Squat-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/69241201-Side-Step-Deep-Squat-(male)_Plyometrics_.mp4;2
Uneven Pull-up;Uneven Pull-up;Schiena;uneven-pull-up;https://apilyfta.com/static/GymvisualPNG/69611201-Uneven-Pull-up-(male)_Back_GREEN.png;https://apilyfta.com/static/GymvisualPNG/69611201-Uneven-Pull-up-(male)_Back_GREEN.png;https://apilyfta.com/static/GymvisualMP4/69611201-Uneven-Pull-up-(male)_Back_.mp4;2
Side Prono Side Thigh Push;Side Lying Side Thigh Push;Anche/Glutei;side-prono-side-thigh-push;https://apilyfta.com/static/GymvisualPNG/69721201-Side-Lying-Side-Thigh-Push-(female)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualPNG/69721201-Side-Lying-Side-Thigh-Push-(female)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualMP4/69721201-Side-Lying-Side-Thigh-Push-(female)_Hips_.mp4;2
Toe Tap Split Jump;Toe Tap Split Jump;Cardio;toe-tap-split-jump;https://apilyfta.com/static/GymvisualPNG/69831201-Toe-Tap-Split-Jump-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/69831201-Toe-Tap-Split-Jump-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/69831201-Toe-Tap-Split-Jump-(male)_Plyometrics_.mp4;2
Side Hop Ski;Side Hop Ski;Cardio;side-hop-ski;https://apilyfta.com/static/GymvisualPNG/69841201-Side-Hop-Ski-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/69841201-Side-Hop-Ski-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/69841201-Side-Hop-Ski-(male)_Plyometrics_.mp4;2
Wipers;Wipers;Addominali;wipers;https://apilyfta.com/static/GymvisualPNG/70091201-Wipers-(straight-leg)-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/70091201-Wipers-(straight-leg)-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/70091201-Wipers-(straight-leg)-(female)_Waist_.mp4;2
Basso Petto Distensioni con Elastico;Band Low Chest Press;Petto;basso-petto-distensioni-con-elastico;https://apilyfta.com/static/GymvisualPNG/70331201-Band-Low-Chest-Press-(female)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualPNG/70331201-Band-Low-Chest-Press-(female)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualMP4/70331201-Band-Low-Chest-Press-(female)_Chest_.mp4;2
Inclinato Frontale Alzate con Manubri;Dumbbell Incline Front Raise;Spalle;inclinato-frontale-alzate-con-manubri;https://apilyfta.com/static/GymvisualPNG/70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualPNG/70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualMP4/70721201-Dumbbell-Incline-Front-Raise-(female)_Shoulders_.mp4;2
Anca Alzate;Hip Raise;Addominali;anca-alzate;https://apilyfta.com/static/GymvisualPNG/71151201-Hip-Raise-(bent-knee)-(VERSION-2)-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71151201-Hip-Raise-(bent-knee)-(VERSION-2)-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71151201-Hip-Raise-(bent-knee)-(VERSION-2)-(female)_Waist_.mp4;2
Rolling Plank;Rolling Plank;Addominali;rolling-plank;https://apilyfta.com/static/GymvisualPNG/71241201-Rolling-Plank-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71241201-Rolling-Plank-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71241201-Rolling-Plank-(female)_Waist_.mp4;2
Prono Alternato Knee Tuck;Lying Alternating Knee Tuck;Addominali;prono-alternato-knee-tuck;https://apilyfta.com/static/GymvisualPNG/47131201-Alternate-Front-Kick-in-Place_Plyometrics_.png;https://apilyfta.com/static/GymvisualPNG/47131201-Alternate-Front-Kick-in-Place_Plyometrics_.png;https://apilyfta.com/static/GymvisualMP4/71311201-Lying-Alternating-Knee-Tuck-(female)_Waist_.mp4;2
Inclinato Stretto Presa Push-up with Chair;Incline Close Grip Push-up with Chair;Braccia;inclinato-stretto-presa-push-up-with-chair;https://apilyfta.com/static/GymvisualPNG/71361201-Incline-Close-Grip-Push-Up-with-Chair_Upper-Arms_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71361201-Incline-Close-Grip-Push-Up-with-Chair_Upper-Arms_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71361201-Incline-Close-Grip-Push-Up-with-Chair_Upper-Arms_.mp4;2
Diver Plank Jack;Diver Plank Jack;Cardio;diver-plank-jack;https://apilyfta.com/static/GymvisualPNG/71471201-Diver-Plank-Jack-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71471201-Diver-Plank-Jack-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71471201-Diver-Plank-Jack-(male)_Plyometrics_.mp4;2
Thruster a Corpo Libero;Bodyweight Thruster;Quadricipiti;thruster-a-corpo-libero;https://apilyfta.com/static/GymvisualPNG/71821201-Bodyweight-Thruster-(female)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71821201-Bodyweight-Thruster-(female)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71821201-Bodyweight-Thruster-(female)_Thighs_.mp4;2
Prisoner Alto Knee;Prisoner High Knee;Cardio;prisoner-alto-knee;https://apilyfta.com/static/GymvisualPNG/71861201-Prisoner-High-Knee-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/71861201-Prisoner-High-Knee-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/71861201-Prisoner-High-Knee-(male)_Plyometrics_.mp4;2
Sumo Squat Frontale Alzate con Manubri;Dumbbell Sumo Squat Front Raise;Quadricipiti;sumo-squat-frontale-alzate-con-manubri;https://apilyfta.com/static/GymvisualPNG/72671201-Dumbbell-Sumo-Squat-Front-Raise-(male)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualPNG/72671201-Dumbbell-Sumo-Squat-Front-Raise-(male)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualMP4/72671201-Dumbbell-Sumo-Squat-Front-Raise-(male)_Thighs_.mp4;2
Prono Ankle Flessione and Estensione;Lying Ankle Flexion and Extension;Schiena;prono-ankle-flessione-and-estensione;https://apilyfta.com/static/GymvisualPNG/72951201-Lying-Ankle-Flexion-and-Extension-(female)_Stretch_GREEN.png;https://apilyfta.com/static/GymvisualPNG/72951201-Lying-Ankle-Flexion-and-Extension-(female)_Stretch_GREEN.png;https://apilyfta.com/static/GymvisualMP4/72951201-Lying-Ankle-Flexion-and-Extension-(female)_Stretch.mp4;2
Mini Squat Hop;Mini Squat Hop;Cardio;mini-squat-hop;https://apilyfta.com/static/GymvisualPNG/73381201-Mini-Squat-Hop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/73381201-Mini-Squat-Hop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/73381201-Mini-Squat-Hop-(male)_Plyometrics_.mp4;2
Largo Plank Side Tap;Wide Plank Side Tap;Addominali;largo-plank-side-tap;https://apilyfta.com/static/GymvisualPNG/73421201-Wide-Plank-Side-Tap-(male)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/73421201-Wide-Plank-Side-Tap-(male)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/73421201-Wide-Plank-Side-Tap-(male)_Waist_.mp4;2
Lunge Twist con Bilanciere;Barbell Lunge Twist;Quadricipiti;lunge-twist-con-bilanciere;https://apilyfta.com/static/GymvisualPNG/73631201-Barbell-Lunge-Twist-(male)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualPNG/73631201-Barbell-Lunge-Twist-(male)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualMP4/73631201-Barbell-Lunge-Twist-(male)_Thighs_.mp4;2
Prayer Push Hold;Prayer Push Hold;Petto;prayer-push-hold;https://apilyfta.com/static/GymvisualPNG/73661201-Prayer-Push-Hold-(male)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualPNG/73661201-Prayer-Push-Hold-(male)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualMP4/73661201-Prayer-Push-Hold-(male)_Chest_.mp4;2
Aztec Push-up;Aztec Push-up;Addominali;aztec-push-up;https://apilyfta.com/static/GymvisualPNG/74641201-Aztec-Push-up-(male)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/74641201-Aztec-Push-up-(male)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/74641201-Aztec-Push-up-(male)_Waist_.mp4;2
Laterale Walk con Manubri;Dumbbell Lateral Walk;Anche/Glutei;laterale-walk-con-manubri;https://apilyfta.com/static/GymvisualPNG/57481201-Step-on-Spot-(female)_Cardio_.png;https://apilyfta.com/static/GymvisualPNG/57481201-Step-on-Spot-(female)_Cardio_.png;https://apilyfta.com/static/GymvisualMP4/74811201-Dumbbell-Lateral-Walk-(male)_Hips_.mp4;2
Glutei Bridge Abduzione against Wall;Glute Bridge Abduction against Wall;Anche/Glutei;glutei-bridge-abduzione-against-wall;https://apilyfta.com/static/GymvisualPNG/74911201-Glute-Bridge-Abduction-against-Wall-(male)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualPNG/74911201-Glute-Bridge-Abduction-against-Wall-(male)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualMP4/74911201-Glute-Bridge-Abduction-against-Wall-(male)_Hips_.mp4;2
Suspender Internal Rotazione;Suspender Internal Rotation;Petto;suspender-internal-rotazione;https://apilyfta.com/static/GymvisualPNG/75061201-Suspender-Internal-Rotation_Chest_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75061201-Suspender-Internal-Rotation_Chest_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75061201-Suspender-Internal-Rotation_Chest_.mp4;2
Sprinter Skip;Sprinter Skip;Cardio;sprinter-skip;https://apilyfta.com/static/GymvisualPNG/75291201-Sprinter-Skip-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75291201-Sprinter-Skip-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75291201-Sprinter-Skip-(female)_Plyometrics_.mp4;2
Brettzel;Brettzel;Schiena;brettzel;https://apilyfta.com/static/GymvisualPNG/75391201-Brettzel-(male)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75391201-Brettzel-(male)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75391201-Brettzel-(male)_Stretching_.mp4;2
Plank Jack con Manubri;Dumbbell Plank Jack;Cardio;plank-jack-con-manubri;https://apilyfta.com/static/GymvisualPNG/75451201-Dumbbell-Plank-Jack-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75451201-Dumbbell-Plank-Jack-(female)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75451201-Dumbbell-Plank-Jack-(female)_Plyometrics_.mp4;2
Jumping Jack Punch;Jumping Jack Punch;Cardio;jumping-jack-punch;https://apilyfta.com/static/GymvisualPNG/75681201-Jumping-Jack-Punch-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75681201-Jumping-Jack-Punch-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75681201-Jumping-Jack-Punch-(male)_Plyometrics_.mp4;2
Crocodile Crawl;Crocodile Crawl;Cardio;crocodile-crawl;https://apilyfta.com/static/GymvisualPNG/75991201-Crocodile-Crawl-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/75991201-Crocodile-Crawl-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/75991201-Crocodile-Crawl-(male)_Plyometrics_.mp4;2
Elbow Touch and Press-up;Elbow Touch and Press-up;Spalle;elbow-touch-and-press-up;https://apilyfta.com/static/GymvisualPNG/76341201-Elbow-Touch-and-Press-Up-(male)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76341201-Elbow-Touch-and-Press-Up-(male)_Shoulders_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76341201-Elbow-Touch-and-Press-Up-(male)_Shoulders_.mp4;2
Criss Cross Braccia Prayer Push;Criss Cross Arms Prayer Push;Petto;criss-cross-braccia-prayer-push;https://apilyfta.com/static/GymvisualPNG/76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76391201-Criss-Cross-Arms-Prayer-Push-(male)_Chest_.mp4;2
Double Alto Knee Side Hop;Double High Knee Side Hop;Cardio;double-alto-knee-side-hop;https://apilyfta.com/static/GymvisualPNG/76421201-Double-High-Knee-Side-Hop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76421201-Double-High-Knee-Side-Hop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76421201-Double-High-Knee-Side-Hop-(male)_Plyometrics_.mp4;2
Split Jump Twist Row;Split Jump Twist Row;Cardio;split-jump-twist-row;https://apilyfta.com/static/GymvisualPNG/76451201-Split-Jump-Twist-Row-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76451201-Split-Jump-Twist-Row-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76451201-Split-Jump-Twist-Row-(male)_Plyometrics_.mp4;2
Air Bike on a Chair;Air Bike on a Chair;Addominali;air-bike-on-a-chair;https://apilyfta.com/static/GymvisualPNG/76631201-Air-Bike-on-a-Chair-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76631201-Air-Bike-on-a-Chair-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76631201-Air-Bike-on-a-Chair-(female)_Waist_.mp4;2
Flutter on a Chair;Flutter on a Chair;Anche/Glutei;flutter-on-a-chair;https://apilyfta.com/static/GymvisualPNG/76651201-Flutter-on-a-Chair-(female)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76651201-Flutter-on-a-Chair-(female)_Hips_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76651201-Flutter-on-a-Chair-(female)_Hips_.mp4;2
Sitting Toe Touch;Sitting Toe Touch;Addominali;sitting-toe-touch;https://apilyfta.com/static/GymvisualPNG/76981201-Sitting-Toe-Touch-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/76981201-Sitting-Toe-Touch-(female)_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/76981201-Sitting-Toe-Touch-(female)_Waist_.mp4;2
Squat Twist;Squat Twist;Quadricipiti;squat-twist;https://apilyfta.com/static/GymvisualPNG/77071201-Squat-Twist-(female)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualPNG/77071201-Squat-Twist-(female)_Thighs_GREEN.png;https://apilyfta.com/static/GymvisualMP4/77071201-Squat-Twist-(female)_Thighs_.mp4;2
Twist Knee Drive;Twist Knee Drive;Cardio;twist-knee-drive;https://apilyfta.com/static/GymvisualPNG/77391201-Twist-Knee-Drive-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/77391201-Twist-Knee-Drive-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/77391201-Twist-Knee-Drive-(male)_Plyometrics_.mp4;2
Body Rock to Down Dog;Body Rock to Down Dog;Schiena;body-rock-to-down-dog;https://apilyfta.com/static/GymvisualPNG/77631201-Body-Rock-to-Down-Dog-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualPNG/77631201-Body-Rock-to-Down-Dog-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualMP4/77631201-Body-Rock-to-Down-Dog-(female)_Stretching_.mp4;2
Half Jumping Jack;Half Jumping Jack;Cardio;half-jumping-jack;https://apilyfta.com/static/GymvisualPNG/77771201-Half-Jumping-Jack-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/77771201-Half-Jumping-Jack-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/77771201-Half-Jumping-Jack-(male)_Plyometrics_.mp4;2
Jog and Drop;Jog and Drop;Cardio;jog-and-drop;https://apilyfta.com/static/GymvisualPNG/77801201-Jog-and-Drop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualPNG/77801201-Jog-and-Drop-(male)_Plyometrics_GREEN.png;https://apilyfta.com/static/GymvisualMP4/77801201-Jog-and-Drop-(male)_Plyometrics_.mp4;2
da Seduto Alternato In Out Gamba Alzate over Bench;Seated Alternate In Out Leg Raise over Bench;Addominali;da-seduto-alternato-in-out-gamba-alzate-over-bench;https://apilyfta.com/static/GymvisualPNG/78031201-Seated-Alternate-In-Out-Leg-Raise-over-Bench_Waist_GREEN.png;https://apilyfta.com/static/GymvisualPNG/78031201-Seated-Alternate-In-Out-Leg-Raise-over-Bench_Waist_GREEN.png;https://apilyfta.com/static/GymvisualMP4/78031201-Seated-Alternate-In-Out-Leg-Raise-over-Bench_Waist.mp4;2
Side to Side Knee Hugs;Side to Side Knee Hugs;Schiena;side-to-side-knee-hugs;https://apilyfta.com/static/GymvisualPNG/79661201-Side-to-Side-Knee-Hugs-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualPNG/79661201-Side-to-Side-Knee-Hugs-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualMP4/79661201-Side-to-Side-Knee-Hugs-(female)_Stretching_.mp4;2
Alto Lunge to Warrior I Pose;High Lunge to Warrior I Pose;Schiena;alto-lunge-to-warrior-i-pose;https://apilyfta.com/static/GymvisualPNG/79701201-High-Lunge-to-Warrior-I-Pose-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualPNG/79701201-High-Lunge-to-Warrior-I-Pose-(female)_Stretching_GREEN.png;https://apilyfta.com/static/GymvisualMP4/79701201-High-Lunge-to-Warrior-I-Pose-(female)_Stretching_.mp4;2
Inclinato Alternato Fly con Manubri;Dumbbell Incline Alternate Fly;Petto;inclinato-alternato-fly-con-manubri;https://apilyfta.com/static/GymvisualPNG/79971201-Dumbbell-Incline-Alternate-Fly_Chest_GREEN.png;https://apilyfta.com/static/GymvisualPNG/79971201-Dumbbell-Incline-Alternate-Fly_Chest_GREEN.png;https://apilyfta.com/static/GymvisualMP4/79971201-Dumbbell-Incline-Alternate-Fly_Chest_.mp4;2
Frankenstein Squat alla Smith;Smith Frankenstein Squat;Quadricipiti;frankenstein-squat-alla-smith;https://apilyfta.com/static/GymvisualPNG/15941101-Smith-Frankenstein-Squat_Thighs.png;https://apilyfta.com/static/GymvisualPNG/15941101-Smith-Frankenstein-Squat_Thighs_small.png;;1
Flutter Kicks;Flutter Kicks;Anche/Glutei;flutter-kicks;https://apilyfta.com/static/GymvisualPNG/04591101-Flutter-Kicks_hips.png;https://apilyfta.com/static/GymvisualPNG/04591101-Flutter-Kicks_hips_small.png;https://apilyfta.com/static/GymvisualMP4/04591201-Flutter-Kicks_Hips_.mp4;1
Inclinato Inverso Presa Push-Up;Incline Reverse Grip Push-Up;Petto;inclinato-inverso-presa-push-up;https://apilyfta.com/static/GymvisualPNG/04941101-Incline-Reverse-Grip-Push-Up_chest.png;https://apilyfta.com/static/GymvisualPNG/04941101-Incline-Reverse-Grip-Push-Up_chest_small.png;;1
Posteriore Pull-up;Rear Pull-up;Schiena;posteriore-pull-up;https://apilyfta.com/static/GymvisualPNG/06701101-Rear-Pull-up_Back.png;https://apilyfta.com/static/GymvisualPNG/06701101-Rear-Pull-up_Back_small.png;https://apilyfta.com/static/GymvisualMP4/06701201-Rear-Pull-up_Back_.mp4;1
Body muscles. Schiena view;Body muscles. Back view;Bicipiti;body-muscles-schiena-view;https://apilyfta.com/static/GymvisualPNG/08761101-Biceps.png;https://apilyfta.com/static/GymvisualPNG/08761101-Biceps_small.png;;1
Body muscles. Female.;Body muscles. Female. Front view;Bicipiti;body-muscles-female;https://apilyfta.com/static/GymvisualPNG/08881101-Biceps.png;https://apilyfta.com/static/GymvisualPNG/08881101-Biceps_small.png;;1
Body muscles. Female. Schiena view;Body muscles. Female. Back view;Bicipiti;body-muscles-female-schiena-view;https://apilyfta.com/static/GymvisualPNG/08891101-Biceps.png;https://apilyfta.com/static/GymvisualPNG/08891101-Biceps_small.png;;1
Mountain Climber Push-up in Sospensione;Suspension Mountain Climber Push-up;Anche/Glutei;mountain-climber-push-up-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11211101-Suspender-Mountain-Climber-Push-up_Hips.png;https://apilyfta.com/static/GymvisualPNG/11211101-Suspender-Mountain-Climber-Push-up_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/11211201-Suspender-Mountain-Climber-Push-up-(female)_Waist_.mp4;1
Side Cross Lunge in Sospensione;Suspension Side Cross Lunge;Quadricipiti;side-cross-lunge-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11311101-Suspender-Side-Cross-Lunge_Thighs.png;https://apilyfta.com/static/GymvisualPNG/11311101-Suspender-Side-Cross-Lunge_Thighs_small.png;;1
Singolo Gamba Plank in Sospensione;Suspension Single Leg Plank ;Addominali;singolo-gamba-plank-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11341101-Suspender-Single-Leg-Plank-(straight-arm)_Waist.png;https://apilyfta.com/static/GymvisualPNG/11341101-Suspender-Single-Leg-Plank-(straight-arm)_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/11341201-Suspender-Single-Leg-Plank-(straight-arm)-(female).mp4;1
Sprinter in Sospensione;Suspension Sprinter;Quadricipiti;sprinter-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11401101-Suspender-Sprinter_Thighs.png;https://apilyfta.com/static/GymvisualPNG/11401101-Suspender-Sprinter_Thighs_small.png;https://apilyfta.com/static/GymvisualMP4/11401201-Suspender-Sprinter-(female)_Thighs_.mp4;1
Squat Power Pull in Sospensione;Suspension Squat Power Pull;Quadricipiti;squat-power-pull-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11421101-Suspender-Squat-Power-Pull_Thighs.png;https://apilyfta.com/static/GymvisualPNG/11421101-Suspender-Squat-Power-Pull_Thighs_small.png;;1
Twist Side in Sospensione;Suspension Twist Side;Addominali;twist-side-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11511101-Suspender-Twist-Side_Waist.png;https://apilyfta.com/static/GymvisualPNG/11511101-Suspender-Twist-Side_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/11511201-Suspender-Twist-Side-(female)_Waist_.mp4;1
Twist-Up in Sospensione;Suspension Twist-Up;Addominali;twist-up-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11521101-Suspender-Twist-Up_Waist.png;https://apilyfta.com/static/GymvisualPNG/11521101-Suspender-Twist-Up_Waist_small.png;https://apilyfta.com/static/GymvisualMP4/11521201-Suspender-Twist-Up-(female)_Waist_.mp4;1
Singolo Gamba Deadlift in Sospensione;Suspension Single Leg Deadlift;Anche/Glutei;singolo-gamba-deadlift-in-sospensione;https://apilyfta.com/static/GymvisualPNG/11551101-Suspender-Single-Leg-Deadlift_Hips.png;https://apilyfta.com/static/GymvisualPNG/11551101-Suspender-Single-Leg-Deadlift_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/11551201-Suspender-Single-Leg-Deadlift-(female)_Hips.mp4;1
Body muscle. Side;Body muscle. Side front view ;Bicipiti;body-muscle-side;https://apilyfta.com/static/GymvisualPNG/12171101-Biceps-Brachii.png;https://apilyfta.com/static/GymvisualPNG/12171101-Biceps-Brachii_small.png;;1
Exercise Ball Prono Side Lat Stretching;Exercise Ball Lying Side Lat Stretch;Schiena;exercise-ball-prono-side-lat-stretching;https://apilyfta.com/static/GymvisualPNG/13421101-Exercise-Ball-Lying-Side-Lat-Stretch_Back.png;https://apilyfta.com/static/GymvisualPNG/13421101-Exercise-Ball-Lying-Side-Lat-Stretch_Back_small.png;https://apilyfta.com/static/GymvisualMP4/13421201-Exercise-Ball-Lying-Side-Lat-Stretch_Back_.mp4;1
Peroneals Stretching;Peroneals Stretch;Polpacci;peroneals-stretching;https://apilyfta.com/static/GymvisualPNG/13881101-Peroneals-Stretch_Calves.png;https://apilyfta.com/static/GymvisualPNG/13881101-Peroneals-Stretch_Calves_small.png;https://apilyfta.com/static/GymvisualMP4/13881201-Peroneals-Stretch_Calves.mp4;1
Sit-Up su Panca Declinata con Elastico;Band Decline Sit-up;Anche/Glutei;sit-up-su-panca-declinata-con-elastico;https://apilyfta.com/static/GymvisualPNG/14981101-Band-Decline-Sit-up_Hips.png;https://apilyfta.com/static/GymvisualPNG/14981101-Band-Decline-Sit-up_Hips_small.png;https://apilyfta.com/static/GymvisualMP4/14981201-Band-Decline-Sit-up_Hips.mp4;1
Double Gamba Butt Kick;Double Leg Butt Kick;Cardio;double-gamba-butt-kick;https://apilyfta.com/static/GymvisualPNG/15491101-Double-Leg-Butt-Kick_Plyometric.png;https://apilyfta.com/static/GymvisualPNG/15491101-Double-Leg-Butt-Kick_Plyometric_small.png;;1
